timepoints,x_1,x_5,x_2,x_3,x_4,x_6,x_vcc,x_vin
613388.562500,0.709867,1.500000,0.672433,9.977274,0.333137,10.000000,-0.004668,-0.002117
613900.562500,0.709867,1.500000,0.672433,9.977390,0.333330,10.000000,-0.004668,-0.002117
614924.562500,0.709867,1.500000,0.672433,9.977619,0.333715,10.000000,-0.004667,-0.002117
616972.562500,0.709868,1.500000,0.672433,9.978068,0.334484,10.000000,-0.004667,-0.002117
617484.562500,0.709868,1.500000,0.672434,9.978180,0.334676,10.000000,-0.004667,-0.002117
618508.562500,0.709869,1.500000,0.672434,9.978401,0.335060,10.000000,-0.004667,-0.002117
620556.562500,0.709870,1.500000,0.672434,9.978835,0.335826,10.000000,-0.004666,-0.002117
621068.562500,0.709870,1.500000,0.672434,9.978942,0.336017,10.000000,-0.004666,-0.002117
622092.562500,0.709871,1.500000,0.672434,9.979156,0.336400,10.000000,-0.004666,-0.002117
624140.562500,0.709871,1.500000,0.672434,9.979574,0.337163,10.000000,-0.004665,-0.002117
624652.562500,0.709872,1.500000,0.672434,9.979678,0.337354,10.000000,-0.004665,-0.002117
625676.562500,0.709872,1.500000,0.672434,9.979884,0.337735,10.000000,-0.004665,-0.002117
627724.562500,0.709873,1.500000,0.672435,9.980288,0.338495,10.000000,-0.004665,-0.002116
628236.562500,0.709873,1.500000,0.672435,9.980388,0.338685,10.000000,-0.004665,-0.002116
629260.562500,0.709874,1.500000,0.672435,9.980587,0.339065,10.000000,-0.004664,-0.002116
631308.562500,0.709875,1.500000,0.672435,9.980977,0.339823,10.000000,-0.004664,-0.002116
631820.562500,0.709875,1.500000,0.672435,9.981074,0.340012,10.000000,-0.004664,-0.002116
632844.562500,0.709875,1.500000,0.672435,9.981265,0.340391,10.000000,-0.004664,-0.002116
634892.562500,0.709876,1.500000,0.672435,9.981641,0.341146,10.000000,-0.004663,-0.002116
635404.562500,0.709877,1.500000,0.672435,9.981735,0.341335,10.000000,-0.004663,-0.002116
636428.562500,0.709877,1.500000,0.672435,9.981920,0.341712,10.000000,-0.004663,-0.002116
638476.562500,0.709878,1.500000,0.672436,9.982283,0.342464,10.000000,-0.004663,-0.002116
638988.562500,0.709878,1.500000,0.672436,9.982373,0.342652,10.000000,-0.004663,-0.002116
640012.562500,0.709879,1.500000,0.672436,9.982552,0.343028,10.000000,-0.004663,-0.002116
642060.562500,0.709880,1.500000,0.672436,9.982902,0.343777,10.000000,-0.004662,-0.002116
642572.562500,0.709880,1.500000,0.672436,9.982989,0.343965,10.000000,-0.004662,-0.002116
643596.562500,0.709880,1.500000,0.672436,9.983161,0.344339,10.000000,-0.004662,-0.002116
645644.562500,0.709881,1.500000,0.672436,9.983499,0.345086,10.000000,-0.004662,-0.002116
646156.562500,0.709881,1.500000,0.672436,9.983583,0.345273,10.000000,-0.004661,-0.002116
647180.562500,0.709882,1.500000,0.672437,9.983750,0.345646,10.000000,-0.004661,-0.002116
649228.562500,0.709883,1.500000,0.672437,9.984076,0.346390,10.000000,-0.004661,-0.002116
649740.562500,0.709883,1.500000,0.672437,9.984157,0.346576,10.000000,-0.004661,-0.002116
650764.562500,0.709883,1.500000,0.672437,9.984318,0.346948,10.000000,-0.004661,-0.002116
652812.562500,0.709884,1.500000,0.672437,9.984632,0.347690,10.000000,-0.004660,-0.002116
653324.562500,0.709885,1.500000,0.672437,9.984711,0.347875,10.000000,-0.004660,-0.002116
654348.562500,0.709885,1.500000,0.672437,9.984866,0.348245,10.000000,-0.004660,-0.002116
656396.562500,0.709886,1.500000,0.672437,9.985169,0.348984,10.000000,-0.004660,-0.002115
656908.562500,0.709886,1.500000,0.672438,9.985245,0.349169,10.000000,-0.004660,-0.002115
657932.562500,0.709887,1.500000,0.672438,9.985395,0.349538,10.000000,-0.004660,-0.002115
659980.562500,0.709887,1.500000,0.672438,9.985688,0.350275,10.000000,-0.004659,-0.002115
660492.562500,0.709888,1.500000,0.672438,9.985761,0.350459,10.000000,-0.004659,-0.002115
661516.562500,0.709888,1.500000,0.672438,9.985905,0.350826,10.000000,-0.004659,-0.002115
663564.562500,0.709889,1.500000,0.672438,9.986188,0.351560,10.000000,-0.004659,-0.002115
664076.562500,0.709889,1.500000,0.672438,9.986258,0.351744,10.000000,-0.004659,-0.002115
665100.562500,0.709890,1.500000,0.672438,9.986397,0.352110,10.000000,-0.004659,-0.002115
667148.562500,0.709891,1.500000,0.672439,9.986670,0.352841,10.000000,-0.004658,-0.002115
667660.562500,0.709891,1.500000,0.672439,9.986738,0.353024,10.000000,-0.004658,-0.002115
668684.562500,0.709891,1.500000,0.672439,9.986873,0.353389,10.000000,-0.004658,-0.002115
670732.562500,0.709892,1.500000,0.672439,9.987136,0.354118,10.000000,-0.004658,-0.002115
671244.562500,0.709892,1.500000,0.672439,9.987202,0.354300,10.000000,-0.004658,-0.002115
672268.562500,0.709893,1.500000,0.672439,9.987331,0.354663,10.000000,-0.004658,-0.002115
674316.562500,0.709894,1.500000,0.672439,9.987586,0.355389,10.000000,-0.004657,-0.002115
674828.562500,0.709894,1.500000,0.672439,9.987649,0.355571,10.000000,-0.004657,-0.002115
675852.562500,0.709894,1.500000,0.672439,9.987774,0.355933,10.000000,-0.004657,-0.002115
677900.562500,0.709895,1.500000,0.672440,9.988019,0.356657,10.000000,-0.004657,-0.002115
678412.562500,0.709895,1.500000,0.672440,9.988080,0.356838,10.000000,-0.004657,-0.002115
679436.562500,0.709896,1.500000,0.672440,9.988201,0.357199,10.000000,-0.004657,-0.002115
681484.562500,0.709897,1.500000,0.672440,9.988438,0.357920,10.000000,-0.004657,-0.002115
681996.562500,0.709897,1.500000,0.672440,9.988497,0.358100,10.000000,-0.004657,-0.002115
683020.562500,0.709897,1.500000,0.672440,9.988614,0.358460,10.000000,-0.004656,-0.002115
685068.562500,0.709898,1.500000,0.672440,9.988842,0.359178,10.000000,-0.004656,-0.002114
685580.562500,0.709899,1.500000,0.672440,9.988899,0.359357,10.000000,-0.004656,-0.002114
686604.562500,0.709899,1.500000,0.672440,9.989011,0.359716,10.000000,-0.004656,-0.002114
688652.562500,0.709900,1.500000,0.672441,9.989232,0.360432,10.000000,-0.004656,-0.002114
689164.562500,0.709900,1.500000,0.672441,9.989287,0.360610,10.000000,-0.004656,-0.002114
690188.562500,0.709900,1.500000,0.672441,9.989395,0.360968,10.000000,-0.004656,-0.002114
692236.562500,0.709901,1.500000,0.672441,9.989608,0.361681,10.000000,-0.004655,-0.002114
692748.562500,0.709902,1.500000,0.672441,9.989661,0.361859,10.000000,-0.004655,-0.002114
693772.562500,0.709902,1.500000,0.672441,9.989766,0.362215,10.000000,-0.004655,-0.002114
695820.562500,0.709903,1.500000,0.672441,9.989971,0.362926,10.000000,-0.004655,-0.002114
696332.562500,0.709903,1.500000,0.672441,9.990022,0.363103,10.000000,-0.004655,-0.002114
697356.562500,0.709903,1.500000,0.672441,9.990124,0.363458,10.000000,-0.004655,-0.002114
699404.562500,0.709904,1.500000,0.672442,9.990322,0.364166,10.000000,-0.004655,-0.002114
699916.562500,0.709905,1.500000,0.672442,9.990371,0.364343,10.000000,-0.004655,-0.002114
700940.562500,0.709905,1.500000,0.672442,9.990469,0.364697,10.000000,-0.004655,-0.002114
702988.562500,0.709906,1.500000,0.672442,9.990660,0.365402,10.000000,-0.004654,-0.002114
703500.562500,0.709906,1.500000,0.672442,9.990708,0.365578,10.000000,-0.004654,-0.002114
704524.562500,0.709907,1.500000,0.672442,9.990802,0.365931,10.000000,-0.004654,-0.002114
706572.562500,0.709907,1.500000,0.672442,9.990986,0.366634,10.000000,-0.004654,-0.002114
707084.562500,0.709908,1.500000,0.672442,9.991032,0.366809,10.000000,-0.004654,-0.002114
708108.562500,0.709908,1.500000,0.672442,9.991123,0.367160,10.000000,-0.004654,-0.002114
710156.562500,0.709909,1.500000,0.672443,9.991301,0.367861,10.000000,-0.004654,-0.002114
710668.562500,0.709909,1.500000,0.672443,9.991346,0.368036,10.000000,-0.004654,-0.002114
711692.562500,0.709910,1.500000,0.672443,9.991433,0.368386,10.000000,-0.004654,-0.002114
713740.562500,0.709910,1.500000,0.672443,9.991605,0.369084,10.000000,-0.004653,-0.002114
714252.562500,0.709911,1.500000,0.672443,9.991648,0.369258,10.000000,-0.004653,-0.002114
715276.562500,0.709911,1.500000,0.672443,9.991733,0.369606,10.000000,-0.004653,-0.002113
717324.562500,0.709912,1.500000,0.672443,9.991899,0.370302,10.000000,-0.004653,-0.002113
717836.562500,0.709912,1.500000,0.672443,9.991940,0.370476,10.000000,-0.004653,-0.002113
718860.562500,0.709912,1.500000,0.672443,9.992022,0.370823,10.000000,-0.004653,-0.002113
720908.562500,0.709913,1.500000,0.672444,9.992182,0.371516,10.000000,-0.004653,-0.002113
721420.562500,0.709914,1.500000,0.672444,9.992222,0.371689,10.000000,-0.004653,-0.002113
722444.562500,0.709914,1.500000,0.672444,9.992300,0.372035,10.000000,-0.004653,-0.002113
724492.562500,0.709915,1.500000,0.672444,9.992455,0.372726,10.000000,-0.004653,-0.002113
725004.562500,0.709915,1.500000,0.672444,9.992493,0.372898,10.000000,-0.004653,-0.002113
726028.562500,0.709915,1.500000,0.672444,9.992569,0.373243,10.000000,-0.004652,-0.002113
728076.562500,0.709916,1.500000,0.672444,9.992719,0.373931,10.000000,-0.004652,-0.002113
728588.562500,0.709916,1.500000,0.672444,9.992756,0.374103,10.000000,-0.004652,-0.002113
729612.562500,0.709917,1.500000,0.672444,9.992829,0.374447,10.000000,-0.004652,-0.002113
731660.562500,0.709918,1.500000,0.672445,9.992973,0.375132,10.000000,-0.004652,-0.002113
732172.562500,0.709918,1.500000,0.672445,9.993009,0.375304,10.000000,-0.004652,-0.002113
733196.562500,0.709918,1.500000,0.672445,9.993080,0.375646,10.000000,-0.004652,-0.002113
735244.562500,0.709919,1.500000,0.672445,9.993219,0.376329,10.000000,-0.004652,-0.002113
735756.562500,0.709919,1.500000,0.672445,9.993253,0.376500,10.000000,-0.004652,-0.002113
736780.562500,0.709920,1.500000,0.672445,9.993321,0.376841,10.000000,-0.004652,-0.002113
738828.562500,0.709921,1.500000,0.672445,9.993455,0.377522,10.000000,-0.004652,-0.002113
739340.562500,0.709921,1.500000,0.672445,9.993489,0.377692,10.000000,-0.004652,-0.002113
740364.562500,0.709921,1.500000,0.672445,9.993555,0.378032,10.000000,-0.004651,-0.002113
742412.562500,0.709922,1.500000,0.672446,9.993684,0.378710,10.000000,-0.004651,-0.002113
742924.562500,0.709922,1.500000,0.672446,9.993716,0.378879,10.000000,-0.004651,-0.002113
743948.562500,0.709923,1.500000,0.672446,9.993780,0.379218,10.000000,-0.004651,-0.002113
745996.562500,0.709924,1.500000,0.672446,9.993905,0.379894,10.000000,-0.004651,-0.002112
746508.562500,0.709924,1.500000,0.672446,9.993936,0.380063,10.000000,-0.004651,-0.002112
747532.562500,0.709924,1.500000,0.672446,9.993997,0.380400,10.000000,-0.004651,-0.002112
749580.562500,0.709925,1.500000,0.672446,9.994118,0.381074,10.000000,-0.004651,-0.002112
750092.562500,0.709925,1.500000,0.672446,9.994148,0.381242,10.000000,-0.004651,-0.002112
751116.562500,0.709926,1.500000,0.672446,9.994207,0.381578,10.000000,-0.004651,-0.002112
753164.562500,0.709926,1.500000,0.672447,9.994323,0.382249,10.000000,-0.004651,-0.002112
753676.562500,0.709927,1.500000,0.672447,9.994352,0.382417,10.000000,-0.004651,-0.002112
754700.562500,0.709927,1.500000,0.672447,9.994410,0.382752,10.000000,-0.004651,-0.002112
756748.562500,0.709928,1.500000,0.672447,9.994522,0.383421,10.000000,-0.004651,-0.002112
757260.562500,0.709928,1.500000,0.672447,9.994550,0.383588,10.000000,-0.004650,-0.002112
758284.562500,0.709928,1.500000,0.672447,9.994605,0.383922,10.000000,-0.004650,-0.002112
760332.562500,0.709929,1.500000,0.672447,9.994713,0.384588,10.000000,-0.004650,-0.002112
760844.562500,0.709929,1.500000,0.672447,9.994740,0.384754,10.000000,-0.004650,-0.002112
761868.562500,0.709930,1.500000,0.672447,9.994793,0.385087,10.000000,-0.004650,-0.002112
763916.562500,0.709931,1.500000,0.672448,9.994898,0.385751,10.000000,-0.004650,-0.002112
764428.562500,0.709931,1.500000,0.672448,9.994924,0.385917,10.000000,-0.004650,-0.002112
765452.562500,0.709931,1.500000,0.672448,9.994975,0.386248,10.000000,-0.004650,-0.002112
767500.562500,0.709932,1.500000,0.672448,9.995076,0.386910,10.000000,-0.004650,-0.002112
768012.562500,0.709932,1.500000,0.672448,9.995101,0.387075,10.000000,-0.004650,-0.002112
769036.562500,0.709933,1.500000,0.672448,9.995151,0.387405,10.000000,-0.004650,-0.002112
771084.562500,0.709933,1.500000,0.672448,9.995248,0.388065,10.000000,-0.004650,-0.002112
771596.562500,0.709934,1.500000,0.672448,9.995272,0.388229,10.000000,-0.004650,-0.002112
772620.562500,0.709934,1.500000,0.672448,9.995320,0.388558,10.000000,-0.004650,-0.002112
774668.562500,0.709935,1.500000,0.672448,9.995414,0.389215,10.000000,-0.004650,-0.002112
775180.562500,0.709935,1.500000,0.672449,9.995438,0.389379,10.000000,-0.004650,-0.002112
776204.562500,0.709935,1.500000,0.672449,9.995484,0.389707,10.000000,-0.004650,-0.002112
778252.562500,0.709936,1.500000,0.672449,9.995575,0.390362,10.000000,-0.004649,-0.002111
778764.562500,0.709936,1.500000,0.672449,9.995597,0.390525,10.000000,-0.004649,-0.002111
779788.562500,0.709937,1.500000,0.672449,9.995642,0.390852,10.000000,-0.004649,-0.002111
781836.562500,0.709938,1.500000,0.672449,9.995729,0.391504,10.000000,-0.004649,-0.002111
782348.562500,0.709938,1.500000,0.672449,9.995751,0.391667,10.000000,-0.004649,-0.002111
783372.562500,0.709938,1.500000,0.672449,9.995794,0.391993,10.000000,-0.004649,-0.002111
785420.562500,0.709939,1.500000,0.672449,9.995878,0.392643,10.000000,-0.004649,-0.002111
785932.562500,0.709939,1.500000,0.672449,9.995899,0.392805,10.000000,-0.004649,-0.002111
786956.562500,0.709940,1.500000,0.672450,9.995941,0.393129,10.000000,-0.004649,-0.002111
789004.562500,0.709940,1.500000,0.672450,9.996022,0.393777,10.000000,-0.004649,-0.002111
789516.562500,0.709941,1.500000,0.672450,9.996043,0.393939,10.000000,-0.004649,-0.002111
790540.562500,0.709941,1.500000,0.672450,9.996083,0.394262,10.000000,-0.004649,-0.002111
792588.562500,0.709942,1.500000,0.672450,9.996161,0.394907,10.000000,-0.004649,-0.002111
793100.562500,0.709942,1.500000,0.672450,9.996181,0.395068,10.000000,-0.004649,-0.002111
794124.562500,0.709942,1.500000,0.672450,9.996220,0.395390,10.000000,-0.004649,-0.002111
796172.562500,0.709943,1.500000,0.672450,9.996296,0.396033,10.000000,-0.004649,-0.002111
796684.562500,0.709943,1.500000,0.672450,9.996314,0.396194,10.000000,-0.004649,-0.002111
797708.562500,0.709944,1.500000,0.672450,9.996352,0.396515,10.000000,-0.004649,-0.002111
799756.562500,0.709945,1.500000,0.672451,9.996425,0.397155,10.000000,-0.004649,-0.002111
800268.562500,0.709945,1.500000,0.672451,9.996443,0.397316,10.000000,-0.004649,-0.002111
801292.562500,0.709945,1.500000,0.672451,9.996479,0.397635,10.000000,-0.004649,-0.002111
803340.562500,0.709946,1.500000,0.672451,9.996550,0.398274,10.000000,-0.004648,-0.002111
803852.562500,0.709946,1.500000,0.672451,9.996567,0.398433,10.000000,-0.004648,-0.002111
804876.562500,0.709947,1.500000,0.672451,9.996602,0.398752,10.000000,-0.004648,-0.002111
806924.562500,0.709947,1.500000,0.672451,9.996670,0.399388,10.000000,-0.004648,-0.002111
807436.562500,0.709948,1.500000,0.672451,9.996687,0.399547,10.000000,-0.004648,-0.002111
808460.562500,0.709948,1.500000,0.672451,9.996721,0.399864,10.000000,-0.004648,-0.002111
810508.562500,0.709949,1.500000,0.672452,9.996787,0.400498,10.000000,-0.004648,-0.002110
811020.562500,0.709949,1.500000,0.672452,9.996803,0.400656,10.000000,-0.004648,-0.002110
812044.562500,0.709949,1.500000,0.672452,9.996836,0.400973,10.000000,-0.004648,-0.002110
814092.562500,0.709950,1.500000,0.672452,9.996899,0.401604,10.000000,-0.004648,-0.002110
814604.562500,0.709950,1.500000,0.672452,9.996915,0.401762,10.000000,-0.004648,-0.002110
815628.562500,0.709951,1.500000,0.672452,9.996946,0.402077,10.000000,-0.004648,-0.002110
817676.562500,0.709951,1.500000,0.672452,9.997007,0.402707,10.000000,-0.004648,-0.002110
818188.562500,0.709952,1.500000,0.672452,9.997023,0.402864,10.000000,-0.004648,-0.002110
819212.562500,0.709952,1.500000,0.672452,9.997053,0.403178,10.000000,-0.004648,-0.002110
821260.562500,0.709953,1.500000,0.672452,9.997112,0.403805,10.000000,-0.004648,-0.002110
821772.562500,0.709953,1.500000,0.672453,9.997127,0.403962,10.000000,-0.004648,-0.002110
822796.562500,0.709953,1.500000,0.672453,9.997156,0.404275,10.000000,-0.004648,-0.002110
824844.562500,0.709954,1.500000,0.672453,9.997213,0.404899,10.000000,-0.004648,-0.002110
825356.562500,0.709954,1.500000,0.672453,9.997227,0.405055,10.000000,-0.004648,-0.002110
826380.562500,0.709955,1.500000,0.672453,9.997255,0.405367,10.000000,-0.004648,-0.002110
828428.562500,0.709955,1.500000,0.672453,9.997310,0.405990,10.000000,-0.004648,-0.002110
828940.562500,0.709956,1.500000,0.672453,9.997324,0.406145,10.000000,-0.004648,-0.002110
829964.562500,0.709956,1.500000,0.672453,9.997351,0.406456,10.000000,-0.004648,-0.002110
832012.562500,0.709957,1.500000,0.672453,9.997404,0.407077,10.000000,-0.004648,-0.002110
832524.562500,0.709957,1.500000,0.672453,9.997418,0.407232,10.000000,-0.004648,-0.002110
833548.562500,0.709957,1.500000,0.672454,9.997444,0.407541,10.000000,-0.004648,-0.002110
835596.562500,0.709958,1.500000,0.672454,9.997495,0.408159,10.000000,-0.004648,-0.002110
836108.562500,0.709958,1.500000,0.672454,9.997508,0.408314,10.000000,-0.004648,-0.002110
837132.562500,0.709959,1.500000,0.672454,9.997533,0.408622,10.000000,-0.004647,-0.002110
839180.562500,0.709959,1.500000,0.672454,9.997583,0.409238,10.000000,-0.004647,-0.002110
839692.562500,0.709960,1.500000,0.672454,9.997595,0.409392,10.000000,-0.004647,-0.002110
840716.562500,0.709960,1.500000,0.672454,9.997619,0.409700,10.000000,-0.004647,-0.002110
842764.562500,0.709961,1.500000,0.672454,9.997667,0.410313,10.000000,-0.004647,-0.002110
843276.562500,0.709961,1.500000,0.672454,9.997679,0.410467,10.000000,-0.004647,-0.002110
844300.562500,0.709961,1.500000,0.672454,9.997702,0.410773,10.000000,-0.004647,-0.002109
846348.562500,0.709962,1.500000,0.672455,9.997749,0.411384,10.000000,-0.004647,-0.002109
846860.562500,0.709962,1.500000,0.672455,9.997760,0.411537,10.000000,-0.004647,-0.002109
847884.562500,0.709963,1.500000,0.672455,9.997783,0.411842,10.000000,-0.004647,-0.002109
849932.562500,0.709963,1.500000,0.672455,9.997827,0.412452,10.000000,-0.004647,-0.002109
850444.562500,0.709963,1.500000,0.672455,9.997838,0.412604,10.000000,-0.004647,-0.002109
851468.562500,0.709964,1.500000,0.672455,9.997860,0.412908,10.000000,-0.004647,-0.002109
853516.562500,0.709965,1.500000,0.672455,9.997903,0.413515,10.000000,-0.004647,-0.002109
854028.562500,0.709965,1.500000,0.672455,9.997914,0.413667,10.000000,-0.004647,-0.002109
855052.562500,0.709965,1.500000,0.672455,9.997935,0.413970,10.000000,-0.004647,-0.002109
857100.562500,0.709966,1.500000,0.672455,9.997976,0.414575,10.000000,-0.004647,-0.002109
857612.562500,0.709966,1.500000,0.672455,9.997987,0.414726,10.000000,-0.004647,-0.002109
858636.562500,0.709966,1.500000,0.672456,9.998007,0.415028,10.000000,-0.004647,-0.002109
860684.562500,0.709967,1.500000,0.672456,9.998047,0.415631,10.000000,-0.004647,-0.002109
861196.562500,0.709967,1.500000,0.672456,9.998057,0.415782,10.000000,-0.004647,-0.002109
862220.562500,0.709968,1.500000,0.672456,9.998077,0.416083,10.000000,-0.004647,-0.002109
864268.562500,0.709968,1.500000,0.672456,9.998115,0.416683,10.000000,-0.004647,-0.002109
864780.562500,0.709969,1.500000,0.672456,9.998125,0.416833,10.000000,-0.004647,-0.002109
865804.562500,0.709969,1.500000,0.672456,9.998144,0.417133,10.000000,-0.004647,-0.002109
867852.562500,0.709970,1.500000,0.672456,9.998181,0.417732,10.000000,-0.004647,-0.002109
868364.562500,0.709970,1.500000,0.672456,9.998190,0.417881,10.000000,-0.004647,-0.002109
869388.562500,0.709970,1.500000,0.672456,9.998209,0.418180,10.000000,-0.004647,-0.002109
871436.562500,0.709971,1.500000,0.672457,9.998245,0.418776,10.000000,-0.004647,-0.002109
871948.562500,0.709971,1.500000,0.672457,9.998254,0.418925,10.000000,-0.004647,-0.002109
872972.562500,0.709972,1.500000,0.672457,9.998271,0.419223,10.000000,-0.004647,-0.002109
875020.562500,0.709972,1.500000,0.672457,9.998306,0.419817,10.000000,-0.004647,-0.002109
875532.562500,0.709972,1.500000,0.672457,9.998315,0.419966,10.000000,-0.004647,-0.002109
876556.562500,0.709973,1.500000,0.672457,9.998332,0.420263,10.000000,-0.004647,-0.002109
878604.562500,0.709974,1.500000,0.672457,9.998365,0.420855,10.000000,-0.004647,-0.002109
879116.562500,0.709974,1.500000,0.672457,9.998374,0.421003,10.000000,-0.004647,-0.002108
880140.562500,0.709974,1.500000,0.672457,9.998390,0.421298,10.000000,-0.004647,-0.002108
882188.562500,0.709975,1.500000,0.672457,9.998422,0.421888,10.000000,-0.004647,-0.002108
882700.562500,0.709975,1.500000,0.672457,9.998430,0.422036,10.000000,-0.004647,-0.002108
883724.562500,0.709975,1.500000,0.672458,9.998446,0.422330,10.000000,-0.004647,-0.002108
885772.562500,0.709976,1.500000,0.672458,9.998478,0.422918,10.000000,-0.004647,-0.002108
886284.562500,0.709976,1.500000,0.672458,9.998485,0.423065,10.000000,-0.004647,-0.002108
887308.562500,0.709977,1.500000,0.672458,9.998501,0.423359,10.000000,-0.004647,-0.002108
889356.562500,0.709977,1.500000,0.672458,9.998531,0.423944,10.000000,-0.004646,-0.002108
889868.562500,0.709977,1.500000,0.672458,9.998538,0.424091,10.000000,-0.004646,-0.002108
890892.562500,0.709978,1.500000,0.672458,9.998553,0.424383,10.000000,-0.004646,-0.002108
892940.562500,0.709979,1.500000,0.672458,9.998582,0.424967,10.000000,-0.004646,-0.002108
893452.562500,0.709979,1.500000,0.672458,9.998589,0.425113,10.000000,-0.004646,-0.002108
894476.562500,0.709979,1.500000,0.672458,9.998604,0.425404,10.000000,-0.004646,-0.002108
896524.562500,0.709980,1.500000,0.672459,9.998632,0.425986,10.000000,-0.004646,-0.002108
897036.562500,0.709980,1.500000,0.672459,9.998639,0.426131,10.000000,-0.004646,-0.002108
898060.562500,0.709980,1.500000,0.672459,9.998652,0.426421,10.000000,-0.004646,-0.002108
900108.562500,0.709981,1.500000,0.672459,9.998679,0.427001,10.000000,-0.004646,-0.002108
900620.562500,0.709981,1.500000,0.672459,9.998686,0.427146,10.000000,-0.004646,-0.002108
901644.562500,0.709982,1.500000,0.672459,9.998699,0.427435,10.000000,-0.004646,-0.002108
903692.562500,0.709982,1.500000,0.672459,9.998726,0.428013,10.000000,-0.004646,-0.002108
904204.562500,0.709982,1.500000,0.672459,9.998732,0.428157,10.000000,-0.004646,-0.002108
905228.562500,0.709983,1.500000,0.672459,9.998745,0.428445,10.000000,-0.004646,-0.002108
907276.562500,0.709983,1.500000,0.672459,9.998770,0.429021,10.000000,-0.004646,-0.002108
907788.562500,0.709984,1.500000,0.672459,9.998776,0.429164,10.000000,-0.004646,-0.002108
908812.562500,0.709984,1.500000,0.672460,9.998789,0.429452,10.000000,-0.004646,-0.002108
910860.562500,0.709985,1.500000,0.672460,9.998813,0.430025,10.000000,-0.004646,-0.002108
911372.562500,0.709985,1.500000,0.672460,9.998819,0.430168,10.000000,-0.004646,-0.002108
912396.562500,0.709985,1.500000,0.672460,9.998831,0.430454,10.000000,-0.004646,-0.002108
914444.562500,0.709986,1.500000,0.672460,9.998855,0.431026,10.000000,-0.004646,-0.002108
914956.562500,0.709986,1.500000,0.672460,9.998860,0.431169,10.000000,-0.004646,-0.002108
915980.562500,0.709986,1.500000,0.672460,9.998872,0.431454,10.000000,-0.004646,-0.002107
918028.562500,0.709987,1.500000,0.672460,9.998895,0.432023,10.000000,-0.004646,-0.002107
918540.562500,0.709987,1.500000,0.672460,9.998900,0.432165,10.000000,-0.004646,-0.002107
919564.562500,0.709988,1.500000,0.672460,9.998911,0.432449,10.000000,-0.004646,-0.002107
921612.562500,0.709988,1.500000,0.672461,9.998933,0.433017,10.000000,-0.004646,-0.002107
922124.562500,0.709989,1.500000,0.672461,9.998939,0.433158,10.000000,-0.004646,-0.002107
923148.562500,0.709989,1.500000,0.672461,9.998949,0.433442,10.000000,-0.004646,-0.002107
925196.562500,0.709990,1.500000,0.672461,9.998970,0.434007,10.000000,-0.004646,-0.002107
925708.562500,0.709990,1.500000,0.672461,9.998976,0.434148,10.000000,-0.004646,-0.002107
926732.562500,0.709990,1.500000,0.672461,9.998986,0.434430,10.000000,-0.004646,-0.002107
928780.562500,0.709991,1.500000,0.672461,9.999006,0.434993,10.000000,-0.004646,-0.002107
929292.562500,0.709991,1.500000,0.672461,9.999012,0.435134,10.000000,-0.004646,-0.002107
930316.562500,0.709991,1.500000,0.672461,9.999022,0.435415,10.000000,-0.004646,-0.002107
932364.562500,0.709992,1.500000,0.672461,9.999041,0.435977,10.000000,-0.004646,-0.002107
932876.562500,0.709992,1.500000,0.672461,9.999046,0.436117,10.000000,-0.004646,-0.002107
933900.562500,0.709993,1.500000,0.672461,9.999056,0.436397,10.000000,-0.004646,-0.002107
935948.562500,0.709993,1.500000,0.672462,9.999075,0.436956,10.000000,-0.004646,-0.002107
936460.562500,0.709993,1.500000,0.672462,9.999079,0.437096,10.000000,-0.004646,-0.002107
937484.562500,0.709994,1.500000,0.672462,9.999089,0.437375,10.000000,-0.004646,-0.002107
939532.562500,0.709994,1.500000,0.672462,9.999107,0.437932,10.000000,-0.004646,-0.002107
940044.562500,0.709995,1.500000,0.672462,9.999112,0.438071,10.000000,-0.004646,-0.002107
941068.562500,0.709995,1.500000,0.672462,9.999121,0.438350,10.000000,-0.004646,-0.002107
943116.562500,0.709996,1.500000,0.672462,9.999138,0.438905,10.000000,-0.004646,-0.002107
943628.562500,0.709996,1.500000,0.672462,9.999143,0.439043,10.000000,-0.004646,-0.002107
944652.562500,0.709996,1.500000,0.672462,9.999151,0.439321,10.000000,-0.004646,-0.002107
946700.562500,0.709997,1.500000,0.672462,9.999168,0.439874,10.000000,-0.004646,-0.002107
947212.562500,0.709997,1.500000,0.672462,9.999173,0.440012,10.000000,-0.004646,-0.002107
948236.562500,0.709997,1.500000,0.672463,9.999181,0.440288,10.000000,-0.004646,-0.002107
950284.562500,0.709998,1.500000,0.672463,9.999197,0.440839,10.000000,-0.004646,-0.002107
950796.562500,0.709998,1.500000,0.672463,9.999201,0.440977,10.000000,-0.004646,-0.002107
951820.562500,0.709998,1.500000,0.672463,9.999210,0.441252,10.000000,-0.004646,-0.002107
953868.562500,0.709999,1.500000,0.672463,9.999225,0.441802,10.000000,-0.004646,-0.002106
954380.562500,0.709999,1.500000,0.672463,9.999229,0.441939,10.000000,-0.004646,-0.002106
955404.562500,0.710000,1.500000,0.672463,9.999237,0.442213,10.000000,-0.004646,-0.002106
957452.562500,0.710000,1.500000,0.672463,9.999252,0.442760,10.000000,-0.004646,-0.002106
957964.562500,0.710000,1.500000,0.672463,9.999256,0.442897,10.000000,-0.004646,-0.002106
