timepoints,x_1,x_5,x_2,x_3,x_4,x_6,x_vcc,x_vin
266252.562500,0.709677,1.500000,0.672390,9.287704,0.176968,10.000000,-0.005357,-0.002132
267276.562500,0.709678,1.500000,0.672391,9.294924,0.177512,10.000000,-0.005350,-0.002132
269324.562500,0.709679,1.500000,0.672391,9.309074,0.178600,10.000000,-0.005336,-0.002132
269836.562500,0.709680,1.500000,0.672391,9.312593,0.178872,10.000000,-0.005333,-0.002132
270860.562500,0.709680,1.500000,0.672391,9.319561,0.179415,10.000000,-0.005326,-0.002132
272908.562500,0.709682,1.500000,0.672391,9.333217,0.180499,10.000000,-0.005312,-0.002132
273420.562500,0.709682,1.500000,0.672391,9.336613,0.180769,10.000000,-0.005309,-0.002132
274444.562500,0.709683,1.500000,0.672392,9.343338,0.181311,10.000000,-0.005302,-0.002132
276492.562500,0.709684,1.500000,0.672392,9.356516,0.182390,10.000000,-0.005289,-0.002132
277004.562500,0.709684,1.500000,0.672392,9.359794,0.182660,10.000000,-0.005285,-0.002132
278028.562500,0.709685,1.500000,0.672392,9.366283,0.183199,10.000000,-0.005279,-0.002131
280076.562500,0.709686,1.500000,0.672392,9.379001,0.184275,10.000000,-0.005266,-0.002131
280588.562500,0.709686,1.500000,0.672392,9.382165,0.184544,10.000000,-0.005263,-0.002131
281612.562500,0.709687,1.500000,0.672393,9.388427,0.185081,10.000000,-0.005257,-0.002131
283660.562500,0.709688,1.500000,0.672393,9.400701,0.186154,10.000000,-0.005244,-0.002131
284172.562500,0.709689,1.500000,0.672393,9.403753,0.186422,10.000000,-0.005241,-0.002131
285196.562500,0.709689,1.500000,0.672393,9.409797,0.186957,10.000000,-0.005235,-0.002131
287244.562500,0.709691,1.500000,0.672393,9.421642,0.188025,10.000000,-0.005224,-0.002131
287756.562500,0.709691,1.500000,0.672393,9.424588,0.188292,10.000000,-0.005221,-0.002131
288780.562500,0.709692,1.500000,0.672394,9.430421,0.188826,10.000000,-0.005215,-0.002131
290828.562500,0.709693,1.500000,0.672394,9.441851,0.189890,10.000000,-0.005203,-0.002131
291340.562500,0.709693,1.500000,0.672394,9.444695,0.190156,10.000000,-0.005200,-0.002131
292364.562500,0.709694,1.500000,0.672394,9.450323,0.190688,10.000000,-0.005195,-0.002131
294412.562500,0.709695,1.500000,0.672394,9.461355,0.191748,10.000000,-0.005184,-0.002131
294924.562500,0.709695,1.500000,0.672394,9.464099,0.192013,10.000000,-0.005181,-0.002131
295948.562500,0.709696,1.500000,0.672395,9.469531,0.192543,10.000000,-0.005176,-0.002131
297996.562500,0.709697,1.500000,0.672395,9.480177,0.193600,10.000000,-0.005165,-0.002130
298508.562500,0.709698,1.500000,0.672395,9.482824,0.193864,10.000000,-0.005162,-0.002130
299532.562500,0.709698,1.500000,0.672395,9.488067,0.194392,10.000000,-0.005157,-0.002130
301580.562500,0.709700,1.500000,0.672395,9.498341,0.195445,10.000000,-0.005147,-0.002130
302092.562500,0.709700,1.500000,0.672395,9.500896,0.195708,10.000000,-0.005144,-0.002130
303116.562500,0.709701,1.500000,0.672396,9.505955,0.196234,10.000000,-0.005139,-0.002130
305164.562500,0.709702,1.500000,0.672396,9.515870,0.197283,10.000000,-0.005129,-0.002130
305676.562500,0.709702,1.500000,0.672396,9.518336,0.197546,10.000000,-0.005127,-0.002130
306700.562500,0.709703,1.500000,0.672396,9.523218,0.198069,10.000000,-0.005122,-0.002130
308748.562500,0.709704,1.500000,0.672396,9.532787,0.199115,10.000000,-0.005112,-0.002130
309260.562500,0.709704,1.500000,0.672396,9.535167,0.199376,10.000000,-0.005110,-0.002130
310284.562500,0.709705,1.500000,0.672397,9.539879,0.199898,10.000000,-0.005105,-0.002130
312332.562500,0.709706,1.500000,0.672397,9.549113,0.200940,10.000000,-0.005096,-0.002130
312844.562500,0.709707,1.500000,0.672397,9.551409,0.201201,10.000000,-0.005094,-0.002130
313868.562500,0.709707,1.500000,0.672397,9.555957,0.201721,10.000000,-0.005089,-0.002130
315916.562500,0.709708,1.500000,0.672397,9.564868,0.202759,10.000000,-0.005080,-0.002130
316428.562500,0.709709,1.500000,0.672397,9.567085,0.203019,10.000000,-0.005078,-0.002130
317452.562500,0.709709,1.500000,0.672398,9.571473,0.203537,10.000000,-0.005074,-0.002130
319500.562500,0.709711,1.500000,0.672398,9.580073,0.204571,10.000000,-0.005065,-0.002129
320012.562500,0.709711,1.500000,0.672398,9.582212,0.204830,10.000000,-0.005063,-0.002129
321036.562500,0.709712,1.500000,0.672398,9.586447,0.205346,10.000000,-0.005059,-0.002129
323084.562500,0.709713,1.500000,0.672398,9.594746,0.206377,10.000000,-0.005050,-0.002129
323596.562500,0.709713,1.500000,0.672398,9.596811,0.206635,10.000000,-0.005048,-0.002129
324620.562500,0.709714,1.500000,0.672399,9.600897,0.207149,10.000000,-0.005044,-0.002129
326668.562500,0.709715,1.500000,0.672399,9.608907,0.208177,10.000000,-0.005036,-0.002129
327180.562500,0.709715,1.500000,0.672399,9.610899,0.208433,10.000000,-0.005034,-0.002129
328204.562500,0.709716,1.500000,0.672399,9.614843,0.208946,10.000000,-0.005030,-0.002129
330252.562500,0.709717,1.500000,0.672399,9.622573,0.209970,10.000000,-0.005023,-0.002129
330764.562500,0.709717,1.500000,0.672399,9.624495,0.210225,10.000000,-0.005021,-0.002129
331788.562500,0.709718,1.500000,0.672400,9.628302,0.210736,10.000000,-0.005017,-0.002129
333836.562500,0.709719,1.500000,0.672400,9.635761,0.211756,10.000000,-0.005009,-0.002129
334348.562500,0.709720,1.500000,0.672400,9.637617,0.212011,10.000000,-0.005008,-0.002129
335372.562500,0.709720,1.500000,0.672400,9.641290,0.212520,10.000000,-0.005004,-0.002129
337420.562500,0.709721,1.500000,0.672400,9.648489,0.213536,10.000000,-0.004997,-0.002129
337932.562500,0.709722,1.500000,0.672400,9.650279,0.213790,10.000000,-0.004995,-0.002129
338956.562500,0.709722,1.500000,0.672401,9.653824,0.214297,10.000000,-0.004991,-0.002128
341004.562500,0.709724,1.500000,0.672401,9.660772,0.215310,10.000000,-0.004984,-0.002128
341516.562500,0.709724,1.500000,0.672401,9.662500,0.215563,10.000000,-0.004983,-0.002128
342540.562500,0.709725,1.500000,0.672401,9.665921,0.216068,10.000000,-0.004979,-0.002128
344588.562500,0.709726,1.500000,0.672401,9.672625,0.217077,10.000000,-0.004973,-0.002128
345100.562500,0.709726,1.500000,0.672401,9.674293,0.217330,10.000000,-0.004971,-0.002128
346124.562500,0.709727,1.500000,0.672402,9.677594,0.217833,10.000000,-0.004968,-0.002128
348172.562500,0.709728,1.500000,0.672402,9.684065,0.218839,10.000000,-0.004961,-0.002128
348684.562500,0.709728,1.500000,0.672402,9.685674,0.219090,10.000000,-0.004959,-0.002128
349708.562500,0.709729,1.500000,0.672402,9.688860,0.219592,10.000000,-0.004956,-0.002128
351756.562500,0.709730,1.500000,0.672402,9.695104,0.220593,10.000000,-0.004950,-0.002128
352268.562500,0.709730,1.500000,0.672402,9.696657,0.220844,10.000000,-0.004948,-0.002128
353292.562500,0.709731,1.500000,0.672403,9.699732,0.221344,10.000000,-0.004945,-0.002128
355340.562500,0.709732,1.500000,0.672403,9.705758,0.222342,10.000000,-0.004939,-0.002128
355852.562500,0.709732,1.500000,0.672403,9.707257,0.222591,10.000000,-0.004938,-0.002128
356876.562500,0.709733,1.500000,0.672403,9.710224,0.223090,10.000000,-0.004935,-0.002128
358924.562500,0.709734,1.500000,0.672403,9.716040,0.224084,10.000000,-0.004929,-0.002128
359436.562500,0.709735,1.500000,0.672403,9.717486,0.224333,10.000000,-0.004928,-0.002128
360460.562500,0.709735,1.500000,0.672403,9.720350,0.224829,10.000000,-0.004925,-0.002127
362508.562500,0.709736,1.500000,0.672404,9.725962,0.225821,10.000000,-0.004919,-0.002127
363020.562500,0.709737,1.500000,0.672404,9.727358,0.226068,10.000000,-0.004918,-0.002127
364044.562500,0.709737,1.500000,0.672404,9.730122,0.226563,10.000000,-0.004915,-0.002127
366092.562500,0.709738,1.500000,0.672404,9.735538,0.227550,10.000000,-0.004910,-0.002127
366604.562500,0.709739,1.500000,0.672404,9.736885,0.227797,10.000000,-0.004908,-0.002127
367628.562500,0.709739,1.500000,0.672404,9.739552,0.228290,10.000000,-0.004906,-0.002127
369676.562500,0.709741,1.500000,0.672405,9.744779,0.229274,10.000000,-0.004900,-0.002127
370188.562500,0.709741,1.500000,0.672405,9.746079,0.229520,10.000000,-0.004899,-0.002127
371212.562500,0.709741,1.500000,0.672405,9.748653,0.230011,10.000000,-0.004896,-0.002127
373260.562500,0.709743,1.500000,0.672405,9.753697,0.230992,10.000000,-0.004891,-0.002127
373772.562500,0.709743,1.500000,0.672405,9.754952,0.231237,10.000000,-0.004890,-0.002127
374796.562500,0.709744,1.500000,0.672405,9.757436,0.231726,10.000000,-0.004888,-0.002127
376844.562500,0.709745,1.500000,0.672406,9.762304,0.232703,10.000000,-0.004883,-0.002127
377356.562500,0.709745,1.500000,0.672406,9.763514,0.232947,10.000000,-0.004882,-0.002127
378380.562500,0.709746,1.500000,0.672406,9.765912,0.233435,10.000000,-0.004879,-0.002127
380428.562500,0.709747,1.500000,0.672406,9.770609,0.234409,10.000000,-0.004875,-0.002127
380940.562500,0.709747,1.500000,0.672406,9.771778,0.234652,10.000000,-0.004873,-0.002127
381964.562500,0.709748,1.500000,0.672406,9.774091,0.235138,10.000000,-0.004871,-0.002126
384012.562500,0.709749,1.500000,0.672407,9.778625,0.236108,10.000000,-0.004867,-0.002126
384524.562500,0.709749,1.500000,0.672407,9.779753,0.236350,10.000000,-0.004865,-0.002126
385548.562500,0.709750,1.500000,0.672407,9.781985,0.236835,10.000000,-0.004863,-0.002126
387596.562500,0.709751,1.500000,0.672407,9.786360,0.237801,10.000000,-0.004859,-0.002126
388108.562500,0.709751,1.500000,0.672407,9.787449,0.238043,10.000000,-0.004858,-0.002126
389132.562500,0.709752,1.500000,0.672407,9.789603,0.238525,10.000000,-0.004856,-0.002126
391180.562500,0.709753,1.500000,0.672407,9.793826,0.239488,10.000000,-0.004851,-0.002126
391692.562500,0.709753,1.500000,0.672408,9.794876,0.239729,10.000000,-0.004850,-0.002126
392716.562500,0.709754,1.500000,0.672408,9.796955,0.240210,10.000000,-0.004848,-0.002126
394764.562500,0.709755,1.500000,0.672408,9.801030,0.241169,10.000000,-0.004844,-0.002126
395276.562500,0.709755,1.500000,0.672408,9.802044,0.241409,10.000000,-0.004843,-0.002126
396300.562500,0.709756,1.500000,0.672408,9.804050,0.241888,10.000000,-0.004841,-0.002126
398348.562500,0.709757,1.500000,0.672408,9.807983,0.242844,10.000000,-0.004837,-0.002126
398860.562500,0.709757,1.500000,0.672408,9.808961,0.243083,10.000000,-0.004836,-0.002126
399884.562500,0.709758,1.500000,0.672409,9.810897,0.243561,10.000000,-0.004834,-0.002126
401932.562500,0.709759,1.500000,0.672409,9.814692,0.244514,10.000000,-0.004830,-0.002126
402444.562500,0.709759,1.500000,0.672409,9.815636,0.244752,10.000000,-0.004829,-0.002126
403468.562500,0.709760,1.500000,0.672409,9.817505,0.245227,10.000000,-0.004828,-0.002125
405516.562500,0.709761,1.500000,0.672409,9.821167,0.246177,10.000000,-0.004824,-0.002125
406028.562500,0.709761,1.500000,0.672409,9.822078,0.246414,10.000000,-0.004823,-0.002125
407052.562500,0.709762,1.500000,0.672409,9.823882,0.246888,10.000000,-0.004821,-0.002125
409100.562500,0.709763,1.500000,0.672410,9.827416,0.247834,10.000000,-0.004818,-0.002125
409612.562500,0.709763,1.500000,0.672410,9.828295,0.248070,10.000000,-0.004817,-0.002125
410636.562500,0.709764,1.500000,0.672410,9.830036,0.248543,10.000000,-0.004815,-0.002125
412684.562500,0.709765,1.500000,0.672410,9.833447,0.249485,10.000000,-0.004812,-0.002125
413196.562500,0.709765,1.500000,0.672410,9.834295,0.249721,10.000000,-0.004811,-0.002125
414220.562500,0.709766,1.500000,0.672410,9.835975,0.250192,10.000000,-0.004809,-0.002125
416268.562500,0.709767,1.500000,0.672411,9.839267,0.251131,10.000000,-0.004806,-0.002125
416780.562500,0.709767,1.500000,0.672411,9.840085,0.251366,10.000000,-0.004805,-0.002125
417804.562500,0.709768,1.500000,0.672411,9.841706,0.251834,10.000000,-0.004803,-0.002125
419852.562500,0.709769,1.500000,0.672411,9.844883,0.252770,10.000000,-0.004800,-0.002125
420364.562500,0.709769,1.500000,0.672411,9.845673,0.253004,10.000000,-0.004799,-0.002125
421388.562500,0.709770,1.500000,0.672411,9.847238,0.253472,10.000000,-0.004798,-0.002125
423436.562500,0.709771,1.500000,0.672412,9.850303,0.254404,10.000000,-0.004795,-0.002125
423948.562500,0.709771,1.500000,0.672412,9.851066,0.254637,10.000000,-0.004794,-0.002125
424972.562500,0.709772,1.500000,0.672412,9.852576,0.255103,10.000000,-0.004793,-0.002125
427020.562500,0.709773,1.500000,0.672412,9.855534,0.256032,10.000000,-0.004790,-0.002124
427532.562500,0.709773,1.500000,0.672412,9.856270,0.256264,10.000000,-0.004789,-0.002124
428556.562500,0.709774,1.500000,0.672412,9.857727,0.256728,10.000000,-0.004787,-0.002124
430604.562500,0.709775,1.500000,0.672412,9.860582,0.257654,10.000000,-0.004785,-0.002124
431116.562500,0.709775,1.500000,0.672413,9.861292,0.257885,10.000000,-0.004784,-0.002124
432140.562500,0.709776,1.500000,0.672413,9.862698,0.258348,10.000000,-0.004782,-0.002124
434188.562500,0.709777,1.500000,0.672413,9.865454,0.259270,10.000000,-0.004780,-0.002124
434700.562500,0.709777,1.500000,0.672413,9.866139,0.259501,10.000000,-0.004779,-0.002124
435724.562500,0.709778,1.500000,0.672413,9.867496,0.259961,10.000000,-0.004778,-0.002124
437772.562500,0.709779,1.500000,0.672413,9.870155,0.260881,10.000000,-0.004775,-0.002124
438284.562500,0.709779,1.500000,0.672413,9.870817,0.261111,10.000000,-0.004774,-0.002124
439308.562500,0.709780,1.500000,0.672414,9.872126,0.261569,10.000000,-0.004773,-0.002124
441356.562500,0.709781,1.500000,0.672414,9.874693,0.262486,10.000000,-0.004770,-0.002124
441868.562500,0.709781,1.500000,0.672414,9.875331,0.262714,10.000000,-0.004770,-0.002124
442892.562500,0.709782,1.500000,0.672414,9.876595,0.263172,10.000000,-0.004769,-0.002124
444940.562500,0.709783,1.500000,0.672414,9.879071,0.264085,10.000000,-0.004766,-0.002124
445452.562500,0.709783,1.500000,0.672414,9.879687,0.264313,10.000000,-0.004765,-0.002124
446476.562500,0.709784,1.500000,0.672414,9.880907,0.264768,10.000000,-0.004764,-0.002124
448524.562500,0.709785,1.500000,0.672415,9.883297,0.265678,10.000000,-0.004762,-0.002124
449036.562500,0.709785,1.500000,0.672415,9.883891,0.265905,10.000000,-0.004761,-0.002123
450060.562500,0.709785,1.500000,0.672415,9.885068,0.266359,10.000000,-0.004760,-0.002123
452108.562500,0.709787,1.500000,0.672415,9.887375,0.267265,10.000000,-0.004758,-0.002123
452620.562500,0.709787,1.500000,0.672415,9.887948,0.267492,10.000000,-0.004757,-0.002123
453644.562500,0.709787,1.500000,0.672415,9.889084,0.267944,10.000000,-0.004756,-0.002123
455692.562500,0.709788,1.500000,0.672416,9.891310,0.268847,10.000000,-0.004754,-0.002123
456204.562500,0.709789,1.500000,0.672416,9.891864,0.269073,10.000000,-0.004753,-0.002123
457228.562500,0.709789,1.500000,0.672416,9.892960,0.269524,10.000000,-0.004752,-0.002123
459276.562500,0.709790,1.500000,0.672416,9.895108,0.270424,10.000000,-0.004750,-0.002123
459788.562500,0.709791,1.500000,0.672416,9.895642,0.270649,10.000000,-0.004749,-0.002123
460812.562500,0.709791,1.500000,0.672416,9.896700,0.271098,10.000000,-0.004748,-0.002123
462860.562500,0.709792,1.500000,0.672416,9.898773,0.271994,10.000000,-0.004746,-0.002123
463372.562500,0.709793,1.500000,0.672416,9.899289,0.272218,10.000000,-0.004746,-0.002123
464396.562500,0.709793,1.500000,0.672417,9.900310,0.272666,10.000000,-0.004745,-0.002123
466444.562500,0.709794,1.500000,0.672417,9.902310,0.273559,10.000000,-0.004743,-0.002123
466956.562500,0.709794,1.500000,0.672417,9.902808,0.273783,10.000000,-0.004742,-0.002123
467980.562500,0.709795,1.500000,0.672417,9.903793,0.274229,10.000000,-0.004741,-0.002123
470028.562500,0.709796,1.500000,0.672417,9.905724,0.275119,10.000000,-0.004739,-0.002123
470540.562500,0.709796,1.500000,0.672417,9.906204,0.275341,10.000000,-0.004739,-0.002123
471564.562500,0.709797,1.500000,0.672417,9.907155,0.275786,10.000000,-0.004738,-0.002123
473612.562500,0.709798,1.500000,0.672418,9.909018,0.276673,10.000000,-0.004736,-0.002122
474124.562500,0.709798,1.500000,0.672418,9.909482,0.276894,10.000000,-0.004736,-0.002122
475148.562500,0.709799,1.500000,0.672418,9.910399,0.277337,10.000000,-0.004735,-0.002122
477196.562500,0.709800,1.500000,0.672418,9.912197,0.278221,10.000000,-0.004733,-0.002122
477708.562500,0.709800,1.500000,0.672418,9.912645,0.278442,10.000000,-0.004732,-0.002122
478732.562500,0.709801,1.500000,0.672418,9.913530,0.278883,10.000000,-0.004732,-0.002122
480780.562500,0.709802,1.500000,0.672419,9.915265,0.279764,10.000000,-0.004730,-0.002122
481292.562500,0.709802,1.500000,0.672419,9.915697,0.279984,10.000000,-0.004729,-0.002122
482316.562500,0.709803,1.500000,0.672419,9.916552,0.280424,10.000000,-0.004729,-0.002122
484364.562500,0.709804,1.500000,0.672419,9.918226,0.281301,10.000000,-0.004727,-0.002122
484876.562500,0.709804,1.500000,0.672419,9.918643,0.281521,10.000000,-0.004726,-0.002122
485900.562500,0.709804,1.500000,0.672419,9.919468,0.281959,10.000000,-0.004726,-0.002122
487948.562500,0.709805,1.500000,0.672419,9.921084,0.282833,10.000000,-0.004724,-0.002122
488460.562500,0.709806,1.500000,0.672419,9.921486,0.283052,10.000000,-0.004724,-0.002122
489484.562500,0.709806,1.500000,0.672420,9.922282,0.283488,10.000000,-0.004723,-0.002122
491532.562500,0.709807,1.500000,0.672420,9.923841,0.284360,10.000000,-0.004721,-0.002122
492044.562500,0.709808,1.500000,0.672420,9.924229,0.284577,10.000000,-0.004721,-0.002122
493068.562500,0.709808,1.500000,0.672420,9.924997,0.285012,10.000000,-0.004720,-0.002122
495116.562500,0.709809,1.500000,0.672420,9.926503,0.285880,10.000000,-0.004719,-0.002122
495628.562500,0.709809,1.500000,0.672420,9.926877,0.286097,10.000000,-0.004718,-0.002122
496652.562500,0.709810,1.500000,0.672420,9.927618,0.286531,10.000000,-0.004717,-0.002121
498700.562500,0.709811,1.500000,0.672421,9.929071,0.287396,10.000000,-0.004716,-0.002121
499212.562500,0.709811,1.500000,0.672421,9.929432,0.287612,10.000000,-0.004716,-0.002121
500236.562500,0.709812,1.500000,0.672421,9.930147,0.288044,10.000000,-0.004715,-0.002121
502284.562500,0.709813,1.500000,0.672421,9.931549,0.288906,10.000000,-0.004714,-0.002121
502796.562500,0.709813,1.500000,0.672421,9.931898,0.289121,10.000000,-0.004713,-0.002121
503820.562500,0.709814,1.500000,0.672421,9.932588,0.289552,10.000000,-0.004713,-0.002121
505868.562500,0.709815,1.500000,0.672421,9.933941,0.290411,10.000000,-0.004711,-0.002121
506380.562500,0.709815,1.500000,0.672421,9.934278,0.290625,10.000000,-0.004711,-0.002121
507404.562500,0.709815,1.500000,0.672422,9.934944,0.291054,10.000000,-0.004710,-0.002121
509452.562500,0.709816,1.500000,0.672422,9.936249,0.291910,10.000000,-0.004709,-0.002121
509964.562500,0.709817,1.500000,0.672422,9.936574,0.292124,10.000000,-0.004709,-0.002121
510988.562500,0.709817,1.500000,0.672422,9.937217,0.292551,10.000000,-0.004708,-0.002121
513036.562500,0.709818,1.500000,0.672422,9.938477,0.293404,10.000000,-0.004707,-0.002121
513548.562500,0.709819,1.500000,0.672422,9.938790,0.293617,10.000000,-0.004706,-0.002121
514572.562500,0.709819,1.500000,0.672422,9.939411,0.294043,10.000000,-0.004706,-0.002121
516620.562500,0.709820,1.500000,0.672423,9.940627,0.294893,10.000000,-0.004704,-0.002121
517132.562500,0.709820,1.500000,0.672423,9.940929,0.295105,10.000000,-0.004704,-0.002121
518156.562500,0.709821,1.500000,0.672423,9.941528,0.295529,10.000000,-0.004704,-0.002121
520204.562500,0.709822,1.500000,0.672423,9.942701,0.296376,10.000000,-0.004702,-0.002121
520716.562500,0.709822,1.500000,0.672423,9.942993,0.296587,10.000000,-0.004702,-0.002121
521740.562500,0.709823,1.500000,0.672423,9.943571,0.297010,10.000000,-0.004702,-0.002120
523788.562500,0.709824,1.500000,0.672423,9.944704,0.297854,10.000000,-0.004700,-0.002120
524300.562500,0.709824,1.500000,0.672424,9.944985,0.298065,10.000000,-0.004700,-0.002120
525324.562500,0.709824,1.500000,0.672424,9.945543,0.298486,10.000000,-0.004700,-0.002120
527372.562500,0.709825,1.500000,0.672424,9.946636,0.299327,10.000000,-0.004698,-0.002120
527884.562500,0.709826,1.500000,0.672424,9.946908,0.299537,10.000000,-0.004698,-0.002120
528908.562500,0.709826,1.500000,0.672424,9.947446,0.299956,10.000000,-0.004698,-0.002120
530956.562500,0.709827,1.500000,0.672424,9.948501,0.300794,10.000000,-0.004697,-0.002120
531468.562500,0.709828,1.500000,0.672424,9.948763,0.301003,10.000000,-0.004696,-0.002120
532492.562500,0.709828,1.500000,0.672424,9.949282,0.301422,10.000000,-0.004696,-0.002120
534540.562500,0.709829,1.500000,0.672425,9.950300,0.302256,10.000000,-0.004695,-0.002120
535052.562500,0.709829,1.500000,0.672425,9.950553,0.302465,10.000000,-0.004695,-0.002120
536076.562500,0.709830,1.500000,0.672425,9.951054,0.302882,10.000000,-0.004694,-0.002120
538124.562500,0.709831,1.500000,0.672425,9.952037,0.303713,10.000000,-0.004693,-0.002120
538636.562500,0.709831,1.500000,0.672425,9.952281,0.303921,10.000000,-0.004693,-0.002120
539660.562500,0.709832,1.500000,0.672425,9.952765,0.304336,10.000000,-0.004692,-0.002120
541708.562500,0.709833,1.500000,0.672425,9.953713,0.305165,10.000000,-0.004691,-0.002120
542220.562500,0.709833,1.500000,0.672426,9.953948,0.305372,10.000000,-0.004691,-0.002120
543244.562500,0.709833,1.500000,0.672426,9.954415,0.305786,10.000000,-0.004691,-0.002120
545292.562500,0.709834,1.500000,0.672426,9.955330,0.306612,10.000000,-0.004690,-0.002120
545804.562500,0.709835,1.500000,0.672426,9.955558,0.306818,10.000000,-0.004690,-0.002120
546828.562500,0.709835,1.500000,0.672426,9.956008,0.307230,10.000000,-0.004689,-0.002119
548876.562500,0.709836,1.500000,0.672426,9.956891,0.308053,10.000000,-0.004688,-0.002119
549388.562500,0.709836,1.500000,0.672426,9.957111,0.308259,10.000000,-0.004688,-0.002119
550412.562500,0.709837,1.500000,0.672426,9.957545,0.308670,10.000000,-0.004688,-0.002119
552460.562500,0.709838,1.500000,0.672427,9.958397,0.309490,10.000000,-0.004687,-0.002119
552972.562500,0.709838,1.500000,0.672427,9.958609,0.309694,10.000000,-0.004686,-0.002119
553996.562500,0.709839,1.500000,0.672427,9.959029,0.310104,10.000000,-0.004686,-0.002119
556044.562500,0.709840,1.500000,0.672427,9.959851,0.310921,10.000000,-0.004685,-0.002119
556556.562500,0.709840,1.500000,0.672427,9.960056,0.311125,10.000000,-0.004685,-0.002119
557580.562500,0.709840,1.500000,0.672427,9.960460,0.311533,10.000000,-0.004685,-0.002119
559628.562500,0.709841,1.500000,0.672427,9.961254,0.312347,10.000000,-0.004684,-0.002119
560140.562500,0.709842,1.500000,0.672427,9.961451,0.312550,10.000000,-0.004684,-0.002119
561164.562500,0.709842,1.500000,0.672428,9.961842,0.312957,10.000000,-0.004683,-0.002119
563212.562500,0.709843,1.500000,0.672428,9.962608,0.313768,10.000000,-0.004682,-0.002119
563724.562500,0.709843,1.500000,0.672428,9.962798,0.313971,10.000000,-0.004682,-0.002119
564748.562500,0.709844,1.500000,0.672428,9.963175,0.314375,10.000000,-0.004682,-0.002119
566796.562500,0.709845,1.500000,0.672428,9.963914,0.315184,10.000000,-0.004681,-0.002119
567308.562500,0.709845,1.500000,0.672428,9.964098,0.315386,10.000000,-0.004681,-0.002119
568332.562500,0.709845,1.500000,0.672428,9.964462,0.315789,10.000000,-0.004681,-0.002119
570380.562500,0.709846,1.500000,0.672429,9.965175,0.316595,10.000000,-0.004680,-0.002119
570892.562500,0.709847,1.500000,0.672429,9.965353,0.316796,10.000000,-0.004680,-0.002119
571916.562500,0.709847,1.500000,0.672429,9.965704,0.317198,10.000000,-0.004679,-0.002119
573964.562500,0.709848,1.500000,0.672429,9.966392,0.318000,10.000000,-0.004679,-0.002118
574476.562500,0.709848,1.500000,0.672429,9.966563,0.318201,10.000000,-0.004679,-0.002118
575500.562500,0.709849,1.500000,0.672429,9.966902,0.318602,10.000000,-0.004678,-0.002118
577548.562500,0.709850,1.500000,0.672429,9.967567,0.319401,10.000000,-0.004678,-0.002118
578060.562500,0.709850,1.500000,0.672429,9.967732,0.319601,10.000000,-0.004677,-0.002118
579084.562500,0.709851,1.500000,0.672430,9.968059,0.320000,10.000000,-0.004677,-0.002118
581132.562500,0.709852,1.500000,0.672430,9.968700,0.320797,10.000000,-0.004676,-0.002118
581644.562500,0.709852,1.500000,0.672430,9.968859,0.320996,10.000000,-0.004676,-0.002118
582668.562500,0.709852,1.500000,0.672430,9.969175,0.321394,10.000000,-0.004676,-0.002118
584716.562500,0.709853,1.500000,0.672430,9.969794,0.322188,10.000000,-0.004675,-0.002118
585228.562500,0.709854,1.500000,0.672430,9.969948,0.322386,10.000000,-0.004675,-0.002118
586252.562500,0.709854,1.500000,0.672430,9.970252,0.322783,10.000000,-0.004675,-0.002118
588300.562500,0.709855,1.500000,0.672431,9.970849,0.323574,10.000000,-0.004674,-0.002118
588812.562500,0.709855,1.500000,0.672431,9.970998,0.323771,10.000000,-0.004674,-0.002118
589836.562500,0.709856,1.500000,0.672431,9.971292,0.324166,10.000000,-0.004674,-0.002118
591884.562500,0.709857,1.500000,0.672431,9.971868,0.324955,10.000000,-0.004673,-0.002118
592396.562500,0.709857,1.500000,0.672431,9.972011,0.325152,10.000000,-0.004673,-0.002118
593420.562500,0.709857,1.500000,0.672431,9.972295,0.325545,10.000000,-0.004673,-0.002118
595468.562500,0.709858,1.500000,0.672431,9.972851,0.326331,10.000000,-0.004672,-0.002118
595980.562500,0.709859,1.500000,0.672431,9.972989,0.326527,10.000000,-0.004672,-0.002118
597004.562500,0.709859,1.500000,0.672431,9.973263,0.326919,10.000000,-0.004672,-0.002118
599052.562500,0.709860,1.500000,0.672432,9.973799,0.327702,10.000000,-0.004671,-0.002118
599564.562500,0.709860,1.500000,0.672432,9.973933,0.327897,10.000000,-0.004671,-0.002117
600588.562500,0.709861,1.500000,0.672432,9.974197,0.328288,10.000000,-0.004671,-0.002117
602636.562500,0.709862,1.500000,0.672432,9.974715,0.329068,10.000000,-0.004670,-0.002117
603148.562500,0.709862,1.500000,0.672432,9.974844,0.329263,10.000000,-0.004670,-0.002117
604172.562500,0.709862,1.500000,0.672432,9.975099,0.329652,10.000000,-0.004670,-0.002117
606220.562500,0.709863,1.500000,0.672432,9.975599,0.330429,10.000000,-0.004669,-0.002117
606732.562500,0.709864,1.500000,0.672432,9.975723,0.330623,10.000000,-0.004669,-0.002117
607756.562500,0.709864,1.500000,0.672433,9.975969,0.331011,10.000000,-0.004669,-0.002117
609804.562500,0.709865,1.500000,0.672433,9.976451,0.331785,10.000000,-0.004669,-0.002117
610316.562500,0.709865,1.500000,0.672433,9.976571,0.331979,10.000000,-0.004668,-0.002117
611340.562500,0.709866,1.500000,0.672433,9.976809,0.332366,10.000000,-0.004668,-0.002117
